rental_id,rental_cost
101409586,2
101409588,2
101409632,2
101409638,2
101409663,2
101409685,2
101409695,2
101409706,2
101409721,2
101409731,2
101409773,2
101409779,2
101409782,2
101409783,2
101409814,2
101409828,2
101409836,2
101409878,2
101409887,2
101409890,2
101409893,2
101409905,2
101409929,2
101409930,4
101409934,2
101409952,2
101409955,2
101410000,2
101410001,2
101410006,2
101410043,2
101410064,2
101410073,2
101410074,2
101410081,2
101410085,2
101410097,2
101410100,2
101410204,2
101410234,2
101410268,2
101410294,2
101410311,2
101410339,2
101410340,2
101410379,2
101410388,2
101410394,2
101410397,2
101410404,4
101410415,2
101410435,4
101410453,2
101410457,2
101410485,2
101410489,2
101410523,2
101410563,2
101410584,4
101410591,2
101410596,2
101410597,2
101410607,2
101410637,2
101410638,2
101410662,2
101410769,2
101410802,2
101410835,2
101410838,2
101410846,2
101410878,2
101410899,2
101410911,2
101410918,2
101410957,2
101410997,2
101411036,2
101411045,2
101411077,2
101411096,6
101411152,2
101411162,2
101411176,4
101411211,2
101411239,2
101411241,2
101411276,2
101411280,2
101411350,2
101411373,2
101411381,2
101411382,2
101411393,2
101411405,2
101411421,2
101411494,2
101411513,2
101411521,2
101411522,2
101411533,4
101411578,2
101411592,2
101411608,4
101411641,2
101411645,2
101411663,2
101411716,2
101411730,2
101411736,2
101411847,2
101411895,2
101411909,4
101411913,2
101411950,2
101411960,2
101411965,2
101411966,2
101411972,2
101411982,2
101411997,2
101412050,2
101412067,2
101412072,2
101412076,2
101412087,2
101412120,4
101412141,2
101412158,2
101412218,2
101412221,2
101412226,2
101412255,10
101412279,2
101412302,2
101412357,4
101412359,2
101412369,2
101412375,2
101412377,2
101412425,2
101412432,2
101412457,2
101412462,2
101412485,2
101412492,2
101412541,2
101412586,2
101412587,2
101412595,2
101412603,2
101412631,2
101412632,2
101412633,2
101412637,2
101412641,2
101412666,2
101412690,2
101412703,2
101412706,2
101412731,2
101412756,2
101412765,2
101412786,2
101412803,2
101412818,2
101412836,2
101412896,2
101412908,2
101412940,2
101412943,2
101412977,2
101412980,2
101412992,2
101413049,2
101413058,2
101413107,2
101413223,2
101413237,2
101413254,2
101413309,2
101413330,2
101413345,2
101413429,2
101413435,2
101413462,2
101413483,2
101413524,2
101413525,2
101413533,2
101413535,2
101413541,2
101413550,2
101413567,2
101413570,2
101413577,2
101413648,2
101413704,2
101413717,2
101413727,2
101413747,2
101413772,2
101413773,2
101413822,2
101413862,2
101413937,2
101413994,2
101414052,2
101414094,2
101414102,2
101414221,2
101414274,2
101414352,2
101414372,2
101414375,2
101414394,2
101414417,2
101414531,2
101414544,2
101414581,2
101414604,2
101414655,2
101414665,2
101414757,2
101414790,2
101414888,2
101414927,2
101414964,2
101414967,2
101414974,2
101415016,2
101415030,2
101415045,2
101415056,2
101415127,2
101415130,2
101415150,2
101415154,4
101415156,4
101415175,2
101415220,2
101415222,2
101415298,2
101415312,2
101415314,2
101415327,2
101415330,2
101415338,2
101415346,2
101415355,2
101415362,2
101415397,2
101415399,2
101415444,2
101415531,2
101415584,2
101415677,2
101415687,2
101415762,2
101415812,2
101415846,2
101415864,2
101415904,2
101415915,2
101415918,2
101415925,2
101415961,2
101415965,4
101415968,2
101415974,2
101415975,2
101416013,2
101416016,2
101416024,2
101416031,2
101416044,2
101416051,2
101416059,2
101416164,2
101416174,2
101416218,2
101416243,2
101416244,2
101416250,2
101416251,2
101416273,2
101416281,2
101416298,20
101416299,2
101416330,4
101416339,2
101416386,2
101416403,2
101416421,2
101416433,2
101416446,2
101416458,2
101416466,2
101416519,2
101416536,2
101416572,2
101416578,2
101416652,2
101416683,2
101416721,2
101416731,2
101416752,2
101416764,2
101416780,2
101416809,2
101416860,2
101416865,2
101416883,2
101416910,4
101416940,4
101416941,2
101416950,2
101416959,2
101416960,2
101416971,2
101417014,2
101417017,4
101417018,2
101417045,2
101417057,2
101417106,2
101417109,2
101417196,2
101417215,2
101417246,2
101417256,4
101417287,2
101417292,2
101417345,2
101417349,2
101417363,2
101417438,2
101417493,2
101417501,2
101417515,2
101417552,2
101417563,2
101417584,2
101417702,2
101417836,2
101417876,2
101417877,2
101417903,2
101417911,2
101417917,2
101417934,2
101417937,2
101417940,2
101417972,2
101417981,2
101417993,2
101418010,2
101418019,4
101418078,2
101418181,2
101418186,2
101418192,2
101418213,2
101418222,2
101418237,2
101418247,2
101418262,4
101418281,2
101418282,2
101418331,2
101418356,2
101418358,2
101418395,2
101418404,2
101418420,2
101418438,2
101418449,2
101418460,2
101418491,2
101418523,2
101418566,2
101418583,2
101418613,2
101418653,2
101418659,2
101418669,2
101418672,2
101418678,2
101418679,2
101418696,4
101418733,2
101418737,2
101418766,2
101418804,2
101418856,2
101418865,2
101418886,4
101418961,2
101419007,2
101419016,2
101419031,2
101419071,2
101419105,2
101419126,2
101419136,2
101419137,2
101419142,2
101419148,2
101419153,2
101419183,2
101419194,2
101419200,2
101419210,2
101419231,2
101419243,6
101419285,2
101419319,2
101419334,2
101419399,2
101419414,2
101419440,2
101419516,2
101419531,2
101419570,2
101419602,2
101419603,2
101419663,2
101419665,2
101419673,2
101419732,2
101419750,2
101419758,2
101419783,2
101419875,2
101419937,2
101419943,2
101419965,2
101419988,2
101419995,2
101420013,2
101420116,4
101420131,4
101420145,2
101420209,2
101420211,2
101420217,2
101420242,2
101420267,2
101420300,2
101420331,2
101420357,2
101420372,2
101420373,2
101420394,2
101420395,2
101420409,2
101420410,2
101420425,2
101420434,2
101420447,2
101420488,2
101420489,2
101420495,4
101420523,2
101420539,2
101420546,2
101420549,2
101420563,2
101420568,2
101420572,2
101420649,2
101420669,2
101420678,2
101420708,4
101420734,2
101420790,2
101420816,2
101420817,2
101420828,2
101420874,2
101420900,2
101420938,2
101420951,2
101420958,2
101420998,2
101421011,2
101421038,2
101421059,2
101421084,2
101421094,2
101421103,2
101421114,2
101421115,2
101421129,2
101421131,2
101421137,2
101421148,2
101421151,2
101421153,2
101421168,2
101421188,2
101421208,2
101421229,2
101421266,2
101421279,2
101421324,2
101421427,2
101421462,2
101421464,2
101421469,2
101421471,2
101421520,2
101421522,2
101421538,2
101421572,2
101421588,2
101421648,2
101421656,2
101421707,2
101421725,2
101421745,2
101421777,2
101421849,2
101421874,2
101421942,2
101421949,2
101422076,2
101422079,2
101422117,2
101422139,2
101422237,2
101422262,2
101422276,2
101422302,2
101422306,2
101422311,4
101422357,2
101422374,4
101422443,2
101422481,2
101422491,2
101422505,2
101422509,2
101422512,2
101422514,2
101422517,2
101422526,2
101422548,2
101422558,2
101422572,2
101422575,2
101422653,2
101422711,2
101422742,2
101422750,2
101422757,2
101422778,2
101422780,2
101422781,2
101422797,2
101422808,2
101422831,12
101422836,12
101422860,2
101422891,2
101422932,2
101422951,2
101422961,2
101422963,2
101422965,2
101422978,4
101423016,2
101423024,2
101423037,2
101423054,2
101423082,12
101423123,2
101423130,2
101423158,2
101423199,2
101423216,2
101423244,2
101423245,2
101423247,2
101423274,2
101423301,2
101423346,2
101423406,4
101423414,2
101423454,2
101423479,2
101423502,2
101423509,2
101423522,4
101423525,2
101423538,2
101423545,2
101423575,2
101423596,2
101423608,4
101423611,2
